date,ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),SOUND LEVEL (dB)
2016-07-30 14:58:07:855,9.366118,0.507571,-5.114014,50.47364
2016-07-30 14:58:08:355,7.939173,0.775721,-4.625597,47.88637
2016-07-30 14:58:08:855,9.308656,0.746991,-4.960786,51.85164
2016-07-30 14:58:09:356,8.992622,0.871489,-5.295974,47.81633
2016-07-30 14:58:09:856,7.49864,0.651223,-4.529829,48.68289
2016-07-30 14:58:10:355,9.80665,1.647211,-5.449203,52.25246
2016-07-30 14:58:10:856,8.590396,-0.191536,-4.865018,54.17729
2016-07-30 14:58:11:355,7.278373,-0.095768,-4.414908,54.70064
2016-07-30 14:58:11:856,9.375694,0.047884,-5.181052,54.43791
2016-07-30 14:58:12:356,9.107544,0.411803,-5.506664,59.91518
2016-07-30 14:58:12:856,6.962339,0.842759,-4.979939,60.27664
2016-07-30 14:58:13:355,8.647858,0.201113,-5.0374,52.71594
2016-07-30 14:58:13:855,9.433156,0.92895,-5.717354,53.43299
2016-07-30 14:58:14:356,8.169016,0.21069,-4.960786,48.69489
2016-07-30 14:58:14:855,8.169016,-0.067038,-5.094861,47.88828
2016-07-30 14:58:15:356,9.279926,0.708684,-5.430049,48.138
2016-07-30 14:58:15:855,8.236054,1.101333,-5.592855,48.99275
2016-07-30 14:58:16:356,8.39886,0.296881,-4.625597,47.62114
2016-07-30 14:58:16:855,8.896854,0.794875,-4.520252,52.72733
2016-07-30 14:58:17:356,8.82024,1.015142,-5.305551,57.50746
2016-07-30 14:58:17:856,8.753202,0.536301,-5.21936,46.63198
2016-07-30 14:58:18:355,8.312668,0.574608,-4.865018,47.04419
2016-07-30 14:58:18:855,8.465898,0.373495,-5.075707,50.36998
2016-07-30 14:58:19:356,9.193734,0.220267,-5.267244,47.53614
2016-07-30 14:58:19:856,8.063671,0.881066,-5.104438,47.59912
2016-07-30 14:58:20:355,8.063671,0.517148,-5.056554,46.00069
2016-07-30 14:58:20:856,9.80665,0.746991,-5.688623,52.2132
2016-07-30 14:58:21:355,8.322245,0.861913,-4.577713,55.19542
2016-07-30 14:58:21:856,7.52737,0.047884,-5.190629,56.90151
2016-07-30 14:58:22:355,9.519346,0.335188,-6.033388,55.10907
2016-07-30 14:58:22:855,8.513782,0.316035,-4.740519,56.74529
2016-07-30 14:58:23:356,7.623139,0.459687,-5.075707,50.47547
2016-07-30 14:58:23:855,9.11712,0.909797,-4.884171,48.66619
2016-07-30 14:58:24:356,8.504206,-0.019154,-5.343858,54.8297
2016-07-30 14:58:24:856,8.657434,0.440533,-4.999093,51.49719
2016-07-30 14:58:25:355,8.485052,0.794875,-5.00867,47.81606
2016-07-30 14:58:25:855,8.734048,0.861913,-5.334281,49.48877
2016-07-30 14:58:26:356,8.494628,0.201113,-5.353435,48.16324
2016-07-30 14:58:26:855,8.255207,0.852336,-5.420472,47.75499
2016-07-30 14:58:27:355,8.55209,0.871489,-5.305551,48.61963
2016-07-30 14:58:27:856,8.39886,0.392649,-5.602432,47.11777
2016-07-30 14:58:28:355,8.350976,0.565032,-5.056554,47.79979
2016-07-30 14:58:28:856,8.887278,0.248997,-5.267244,48.84783
2016-07-30 14:58:29:355,8.753202,0.574608,-5.506664,49.66205
2016-07-30 14:58:29:856,8.303091,0.363919,-4.903325,48.6191
2016-07-30 14:58:30:355,8.18817,0.459687,-5.372588,48.27797
2016-07-30 14:58:30:856,9.308656,0.574608,-5.861006,48.88579
2016-07-30 14:58:31:356,7.94875,0.143652,-4.941632,48.82544
2016-07-30 14:58:31:856,8.39886,0.670377,-5.152322,50.97524
2016-07-30 14:58:32:355,9.289502,0.45011,-5.774814,47.54454
2016-07-30 14:58:32:856,8.475474,0.220267,-4.979939,51.16564
2016-07-30 14:58:33:356,7.556101,0.718261,-5.363012,52.8322
2016-07-30 14:58:33:856,9.739614,0.373495,-5.535394,55.25072
2016-07-30 14:58:34:355,7.460333,0.641646,-5.497087,52.17423
2016-07-30 14:58:34:855,8.044518,0.430956,-4.692635,53.25072
2016-07-30 14:58:35:356,9.203312,0.679953,-5.573701,56.2206
2016-07-30 14:58:35:856,7.805098,0.545878,-5.631162,48.87895
2016-07-30 14:58:36:355,8.37013,0.383072,-5.861006,51.38785
2016-07-30 14:58:36:855,8.743626,0.296881,-5.899313,50.82564
2016-07-30 14:58:37:356,8.37013,0.402226,-4.951209,51.39434
2016-07-30 14:58:37:855,8.207323,0.354342,-5.018246,50.36048
2016-07-30 14:58:38:355,8.513782,0.536301,-6.014234,51.2459
2016-07-30 14:58:38:855,8.2169,0.756568,-5.66947,48.34009
2016-07-30 14:58:39:356,8.389284,0.191536,-5.24809,47.93833
2016-07-30 14:58:39:856,8.66701,0.354342,-4.922478,49.56957
2016-07-30 14:58:40:356,8.379707,0.095768,-5.544971,49.51966
2016-07-30 14:58:40:855,8.954314,0.287304,-5.181052,52.48934
2016-07-30 14:58:41:356,8.121132,0.612916,-5.51624,50.50566
2016-07-30 14:58:41:855,8.2169,0.727837,-5.123591,50.37184
2016-07-30 14:58:42:355,8.935162,0.42138,-5.640739,50.34407
2016-07-30 14:58:42:856,8.456322,0.565032,-5.056554,48.71579
2016-07-30 14:58:43:355,8.226477,0.775721,-5.286397,49.18836
2016-07-30 14:58:43:855,8.772356,0.306458,-5.51624,47.90894
2016-07-30 14:58:44:356,8.39886,0.517148,-5.583278,49.61939
2016-07-30 14:58:44:855,8.025364,0.909797,-4.989516,51.7713
2016-07-30 14:58:45:356,9.260772,0.612916,-5.6982,53.37551
2016-07-30 14:58:45:856,8.015787,-0.181959,-5.525817,53.60784
2016-07-30 14:58:46:355,8.054095,0.823605,-5.133168,57.05278
2016-07-30 14:58:46:856,9.260772,0.593762,-5.717354,55.45891
2016-07-30 14:58:47:356,8.245631,0.019154,-5.027823,52.73535
2016-07-30 14:58:47:855,8.322245,0.909797,-4.922478,53.62892
2016-07-30 14:58:48:356,8.236054,0.201113,-5.755661,51.53845
2016-07-30 14:58:48:855,8.858546,0.555455,-5.171476,54.942
2016-07-30 14:58:49:356,8.169016,0.181959,-5.27682,51.06224
2016-07-30 14:58:49:856,8.513782,0.545878,-5.822698,49.12162
2016-07-30 14:58:50:355,8.39886,0.593762,-5.612008,53.57286
2016-07-30 14:58:50:855,8.121132,0.086191,-5.420472,47.70632
2016-07-30 14:58:51:356,8.350976,0.727837,-5.295974,51.04416
2016-07-30 14:58:51:856,8.523358,0.277727,-5.947197,49.22995
2016-07-30 14:58:52:355,8.408438,0.785298,-5.200206,50.74874
2016-07-30 14:58:52:856,8.264784,0.699107,-5.803545,51.09458
2016-07-30 14:58:53:355,8.331822,0.411803,-4.912902,48.74217
2016-07-30 14:58:53:855,8.60955,0.45011,-5.525817,50.66594
2016-07-30 14:58:54:356,8.485052,0.612916,-5.48751,51.29775
2016-07-30 14:58:54:855,8.178593,0.775721,-5.114014,52.75623
2016-07-30 14:58:55:356,8.485052,1.034295,-5.621585,54.32904
2016-07-30 14:58:55:855,8.599974,0.47884,-5.27682,52.66318
2016-07-30 14:58:56:356,8.418014,0.153229,-5.334281,50.80858
2016-07-30 14:58:56:855,8.619126,0.612916,-5.449203,51.45279
2016-07-30 14:58:57:356,8.66701,0.545878,-5.439626,51.62276
2016-07-30 14:58:57:855,8.101979,-0.038307,-5.018246,52.71636
2016-07-30 14:58:58:355,8.868124,0.42138,-5.27682,46.415
2016-07-30 14:58:58:856,8.389284,0.306458,-5.602432,48.15984
2016-07-30 14:58:59:355,8.264784,0.430956,-5.046977,50.89208
2016-07-30 14:58:59:855,8.513782,0.909797,-5.554548,52.15828
2016-07-30 14:59:00:355,8.494628,0.670377,-5.650316,50.98276
2016-07-30 14:59:00:856,8.149863,0.21069,-5.410896,52.34484
2016-07-30 14:59:01:356,8.465898,0.402226,-5.286397,52.95151
2016-07-30 14:59:01:855,8.829816,0.296881,-5.880159,51.79018
2016-07-30 14:59:02:355,8.054095,0.038307,-5.305551,48.24192
2016-07-30 14:59:02:855,8.226477,0.354342,-5.161899,53.78433
2016-07-30 14:59:03:356,9.002198,0.871489,-5.621585,52.86168
2016-07-30 14:59:03:856,8.389284,0.335188,-5.774814,53.04053
2016-07-30 14:59:04:356,7.833828,0.076614,-4.970362,52.34479
2016-07-30 14:59:04:855,8.63828,0.976834,-5.439626,51.12985
2016-07-30 14:59:05:355,8.705318,0.699107,-5.880159,51.77433
2016-07-30 14:59:05:856,7.546524,0.651223,-5.506664,50.37393
2016-07-30 14:59:06:355,9.078814,0.344765,-5.027823,52.62001
2016-07-30 14:59:06:856,8.628704,0.363919,-5.995081,52.39371
2016-07-30 14:59:07:355,8.044518,1.063026,-5.123591,54.02941
2016-07-30 14:59:07:856,8.628704,0.6608,-5.343858,52.39611
2016-07-30 14:59:08:355,8.619126,0.507571,-5.564124,51.18488
2016-07-30 14:59:08:856,8.197747,0.440533,-5.24809,49.71512
2016-07-30 14:59:09:355,8.599974,0.42138,-5.315128,47.55234
2016-07-30 14:59:09:855,8.293515,0.632069,-5.659893,48.98683
2016-07-30 14:59:10:355,8.42759,0.92895,-5.190629,49.83467
2016-07-30 14:59:10:855,8.63828,0.383072,-5.181052,50.38774
2016-07-30 14:59:11:356,8.475474,0.430956,-5.295974,50.30228
2016-07-30 14:59:11:855,8.446744,0.794875,-5.544971,48.71648
2016-07-30 14:59:12:356,8.686164,0.306458,-5.094861,48.7455
2016-07-30 14:59:12:855,8.283938,0.967258,-4.922478,48.89607
2016-07-30 14:59:13:356,8.504206,0.402226,-5.870582,49.38379
2016-07-30 14:59:13:855,8.82024,0.45011,-5.420472,50.90296
2016-07-30 14:59:14:355,7.891289,0.220267,-5.334281,48.93708
2016-07-30 14:59:14:855,8.705318,0.890643,-5.228936,49.43265
2016-07-30 14:59:15:356,8.590396,0.143652,-5.880159,52.41931
2016-07-30 14:59:15:855,8.178593,0.670377,-5.152322,50.19696
2016-07-30 14:59:16:356,8.18817,0.842759,-4.989516,49.56424
2016-07-30 14:59:16:855,8.55209,0.220267,-6.311115,49.4281
2016-07-30 14:59:17:356,8.245631,0.344765,-5.48751,50.21259
2016-07-30 14:59:17:855,8.312668,0.622492,-5.228936,52.1258
2016-07-30 14:59:18:355,8.676588,0.287304,-5.439626,50.57292
2016-07-30 14:59:18:855,8.303091,0.861913,-5.736507,50.37908
2016-07-30 14:59:19:355,8.274361,0.277727,-5.104438,51.87532
2016-07-30 14:59:19:855,8.485052,0.718261,-5.477933,48.05763
2016-07-30 14:59:20:356,8.571242,0.402226,-5.650316,49.17594
2016-07-30 14:59:20:855,8.207323,0.306458,-5.497087,50.2313
2016-07-30 14:59:21:355,8.456322,0.114922,-5.573701,49.39063
2016-07-30 14:59:21:856,8.312668,0.258574,-5.995081,53.06018
2016-07-30 14:59:22:355,8.331822,0.162806,-5.238513,48.97754
2016-07-30 14:59:22:855,8.169016,0.967258,-6.14831,50.06375
2016-07-30 14:59:23:356,8.523358,0.517148,-5.295974,51.27815
2016-07-30 14:59:23:856,8.073248,0.746991,-5.707777,51.31604
2016-07-30 14:59:24:355,8.169016,0.459687,-5.45878,49.45902
2016-07-30 14:59:24:855,8.532936,0.919373,-6.119579,51.07123
2016-07-30 14:59:25:356,7.900866,0.823605,-5.295974,48.33074
2016-07-30 14:59:25:856,8.379707,0.143652,-5.410896,54.52922
2016-07-30 14:59:26:355,8.532936,0.967258,-6.062118,53.03922
2016-07-30 14:59:26:856,7.795521,0.651223,-5.21936,52.48946
2016-07-30 14:59:27:355,8.55209,0.651223,-5.793968,53.39733
2016-07-30 14:59:27:855,8.532936,0.497994,-5.755661,51.48029
2016-07-30 14:59:28:355,8.18817,0.727837,-5.688623,50.19106
2016-07-30 14:59:28:855,8.303091,0.536301,-5.046977,51.59445
2016-07-30 14:59:29:356,8.590396,0.68953,-5.286397,49.09735
2016-07-30 14:59:29:855,8.341399,0.153229,-5.975927,51.36084
2016-07-30 14:59:30:355,7.958327,0.430956,-5.21936,50.85828
2016-07-30 14:59:30:855,9.126698,0.430956,-5.353435,52.87572
2016-07-30 14:59:31:356,8.197747,0.469264,-5.525817,50.44623
2016-07-30 14:59:31:855,8.350976,0.459687,-5.372588,52.60649
2016-07-30 14:59:32:355,8.858546,0.488417,-5.24809,50.65016
2016-07-30 14:59:32:855,8.207323,0.383072,-5.573701,51.01782
2016-07-30 14:59:33:355,8.293515,0.296881,-4.79798,50.89849
2016-07-30 14:59:33:856,8.676588,0.651223,-5.372588,51.40167
2016-07-30 14:59:34:355,8.829816,0.105345,-5.66947,50.67511
2016-07-30 14:59:34:855,8.073248,0.565032,-4.979939,51.22631
2016-07-30 14:59:35:356,8.350976,0.220267,-4.673482,52.7453
2016-07-30 14:59:35:855,9.193734,0.344765,-5.343858,51.6641
2016-07-30 14:59:36:356,8.130709,0.593762,-5.104438,52.10388
2016-07-30 14:59:36:855,8.42759,0.823605,-5.171476,50.76552
2016-07-30 14:59:37:356,8.60955,0.21069,-5.372588,51.60373
2016-07-30 14:59:37:855,8.475474,0.306458,-5.027823,47.10556
2016-07-30 14:59:38:355,8.839394,0.833182,-5.238513,48.47641
2016-07-30 14:59:38:857,8.360553,0.584185,-5.295974,48.66422
2016-07-30 14:59:39:356,8.360553,0.344765,-5.075707,48.34554
2016-07-30 14:59:39:855,8.513782,0.488417,-5.975927,52.27396
2016-07-30 14:59:40:355,8.408438,0.21069,-5.24809,45.17545
2016-07-30 14:59:40:855,8.312668,0.670377,-5.286397,46.60347
2016-07-30 14:59:41:356,8.293515,0.517148,-5.535394,47.73368
2016-07-30 14:59:41:856,8.705318,0.746991,-5.784391,48.85192
2016-07-30 14:59:42:356,8.37013,0.316035,-4.845864,49.50521
2016-07-30 14:59:42:855,8.149863,0.21069,-5.171476,48.4357
2016-07-30 14:59:43:355,8.916008,0.545878,-5.72693,51.79758
2016-07-30 14:59:43:856,8.341399,0.708684,-4.999093,47.88501
2016-07-30 14:59:44:355,8.810662,0.545878,-5.334281,47.46036
2016-07-30 14:59:44:856,8.485052,0.277727,-5.27682,47.18921
2016-07-30 14:59:45:356,8.303091,0.632069,-5.363012,46.40395
2016-07-30 14:59:45:856,8.963892,0.229843,-5.238513,48.17243
2016-07-30 14:59:46:356,8.55209,0.430956,-5.200206,46.24073
2016-07-30 14:59:46:856,8.207323,0.881066,-5.48751,47.62882
2016-07-30 14:59:47:356,8.494628,0.172383,-4.999093,46.2527
2016-07-30 14:59:47:855,8.954314,0.344765,-5.142745,47.09098
2016-07-30 14:59:48:355,8.532936,0.919373,-5.324704,44.79682
2016-07-30 14:59:48:855,7.833828,0.517148,-5.21936,47.2097
2016-07-30 14:59:49:355,9.126698,0.488417,-5.286397,46.93723
2016-07-30 14:59:49:856,8.63828,0.45011,-5.200206,46.70911
2016-07-30 14:59:50:355,7.920019,0.459687,-5.00867,44.75312
2016-07-30 14:59:50:855,8.322245,0.593762,-5.592855,47.78821
2016-07-30 14:59:51:355,9.27035,0.584185,-5.06613,49.57064
2016-07-30 14:59:51:855,7.929596,0.153229,-5.209783,49.69849
2016-07-30 14:59:52:355,8.140286,0.842759,-5.200206,47.47794
2016-07-30 14:59:52:856,8.801086,0.766145,-5.621585,50.25807
2016-07-30 14:59:53:356,8.868124,0.373495,-4.951209,50.45333
2016-07-30 14:59:53:855,8.130709,0.612916,-5.257667,50.71332
2016-07-30 14:59:54:356,8.379707,0.45011,-5.21936,51.04824
2016-07-30 14:59:54:856,9.11712,0.143652,-4.778826,51.60504
2016-07-30 14:59:55:356,8.245631,0.488417,-5.161899,50.06453
2016-07-30 14:59:55:856,8.37013,0.699107,-5.21936,50.57465
2016-07-30 14:59:56:356,8.868124,0.316035,-5.228936,49.55536
2016-07-30 14:59:56:856,8.293515,0.584185,-4.979939,48.73224
2016-07-30 14:59:57:355,9.069236,0.296881,-5.00867,49.6986
2016-07-30 14:59:57:855,8.657434,0.679953,-5.305551,48.46463
2016-07-30 14:59:58:356,8.130709,0.411803,-5.267244,49.58853
2016-07-30 14:59:58:855,8.762778,0.45011,-4.970362,49.7085
2016-07-30 14:59:59:355,8.743626,0.497994,-5.190629,47.70717
2016-07-30 14:59:59:856,8.408438,0.497994,-5.324704,48.01551
2016-07-30 15:00:00:355,8.657434,0.727837,-5.324704,48.24192
2016-07-30 15:00:00:856,8.84897,0.201113,-4.932055,47.68561
2016-07-30 15:00:01:357,8.322245,0.507571,-5.228936,47.16489
2016-07-30 15:00:01:855,8.599974,1.216255,-5.190629,46.54463
2016-07-30 15:00:02:355,8.504206,0.651223,-4.836287,43.71489
2016-07-30 15:00:02:856,8.599974,0.651223,-5.51624,45.31363
2016-07-30 15:00:03:355,8.676588,0.976834,-5.420472,46.55973
2016-07-30 15:00:03:856,8.130709,0.545878,-4.979939,46.92552
2016-07-30 15:00:04:356,8.84897,0.105345,-5.439626,48.62876
2016-07-30 15:00:04:856,8.55209,0.248997,-5.228936,47.79869
2016-07-30 15:00:05:356,8.2169,0.545878,-5.209783,48.67841
2016-07-30 15:00:05:856,8.705318,0.45011,-4.711789,46.69135
2016-07-30 15:00:06:355,8.801086,0.459687,-5.746084,52.75365
2016-07-30 15:00:06:856,8.082825,0.143652,-4.941632,48.79032
2016-07-30 15:00:07:355,8.341399,0.584185,-5.238513,47.81696
2016-07-30 15:00:07:855,8.896854,0.536301,-5.363012,48.78525
2016-07-30 15:00:08:356,8.360553,0.766145,-5.468356,48.37131
2016-07-30 15:00:08:855,8.55209,0.871489,-5.343858,47.9512
2016-07-30 15:00:09:356,8.169016,0.42138,-4.778826,47.77202
2016-07-30 15:00:09:856,8.561666,0.536301,-5.861006,50.28586
2016-07-30 15:00:10:356,8.801086,0.526724,-5.305551,49.72235
2016-07-30 15:00:10:855,7.805098,0.766145,-4.654328,52.54425
2016-07-30 15:00:11:355,9.021352,0.383072,-5.861006,49.42887
2016-07-30 15:00:11:855,8.829816,0.775721,-5.410896,55.34908
2016-07-30 15:00:12:355,7.345411,0.612916,-4.683058,53.32054
2016-07-30 15:00:12:855,9.155428,0.507571,-5.755661,55.15441
2016-07-30 15:00:13:356,8.935162,0.622492,-4.807557,56.57178
2016-07-30 15:00:13:855,7.690176,0.593762,-5.075707,55.65784
2016-07-30 15:00:14:356,9.222466,0.277727,-5.439626,46.05362
2016-07-30 15:00:14:856,9.337388,0.42138,-5.085284,55.60161
2016-07-30 15:00:15:355,7.833828,0.766145,-5.24809,44.55184
2016-07-30 15:00:15:855,8.255207,0.440533,-5.181052,50.92124
2016-07-30 15:00:16:356,9.682152,0.440533,-5.056554,51.73465
2016-07-30 15:00:16:855,8.169016,1.197101,-4.683058,51.3628
2016-07-30 15:00:17:355,7.757214,0.143652,-5.094861,55.88841
2016-07-30 15:00:17:855,9.787498,0.746991,-5.449203,56.21479
2016-07-30 15:00:18:355,8.590396,0.383072,-4.874594,52.63086
2016-07-30 15:00:18:856,7.412449,0.258574,-5.152322,51.9283
2016-07-30 15:00:19:355,9.624692,0.105345,-5.525817,51.73757
2016-07-30 15:00:19:856,8.159439,0.641646,-5.267244,49.97716
2016-07-30 15:00:20:355,7.603985,0.909797,-4.960786,47.93138
2016-07-30 15:00:20:855,9.346964,0.114922,-5.918466,58.55623
2016-07-30 15:00:21:356,8.389284,1.072602,-5.315128,50.16182
2016-07-30 15:00:21:856,7.201759,0.785298,-4.836287,50.93935
2016-07-30 15:00:22:355,9.528924,-0.191536,-6.042965,59.10913
2016-07-30 15:00:22:856,8.561666,0.47884,-5.650316,57.80777
2016-07-30 15:00:23:355,7.192182,0.555455,-4.759673,56.56017
2016-07-30 15:00:23:856,9.356542,0.6608,-5.803545,59.16385
2016-07-30 15:00:24:355,8.743626,0.47884,-5.257667,56.93651
2016-07-30 15:00:24:856,7.393295,0.411803,-5.06613,52.8653
2016-07-30 15:00:25:355,9.48104,0.995988,-5.870582,53.44435
2016-07-30 15:00:25:855,8.858546,0.775721,-5.363012,53.28719
2016-07-30 15:00:26:355,7.402872,0.124498,-5.0374,46.94649
2016-07-30 15:00:26:855,9.5385,0.536301,-5.640739,50.3022
2016-07-30 15:00:27:356,8.341399,0.679953,-5.640739,52.40012
2016-07-30 15:00:27:856,7.49864,0.90022,-5.324704,49.11724
2016-07-30 15:00:28:355,8.753202,0.363919,-5.793968,50.85292
2016-07-30 15:00:28:856,8.896854,0.804452,-5.391742,52.00588
2016-07-30 15:00:29:355,7.70933,0.258574,-5.104438,49.59711
2016-07-30 15:00:29:856,8.341399,0.804452,-5.861006,49.40868
2016-07-30 15:00:30:355,9.14585,0.143652,-5.152322,47.32349
2016-07-30 15:00:30:855,8.101979,0.823605,-5.353435,46.80997
2016-07-30 15:00:31:355,7.70933,0.45011,-5.171476,47.50112
2016-07-30 15:00:31:855,9.241618,0.47884,-5.650316,47.02643
2016-07-30 15:00:32:355,8.130709,0.881066,-5.650316,46.43767
2016-07-30 15:00:32:855,7.699753,0.497994,-5.640739,49.08989
2016-07-30 15:00:33:355,8.599974,0.45011,-5.765238,48.21822
2016-07-30 15:00:33:856,8.896854,0.201113,-5.114014,46.25908
2016-07-30 15:00:34:355,7.94875,0.833182,-5.612008,47.02065
2016-07-30 15:00:34:855,8.245631,0.593762,-5.00867,46.43576
2016-07-30 15:00:35:356,9.050082,0.402226,-5.832275,49.77591
2016-07-30 15:00:35:855,8.686164,0.565032,-5.046977,47.90113
2016-07-30 15:00:36:356,7.517793,0.871489,-5.410896,48.66193
2016-07-30 15:00:36:856,8.58082,1.072602,-5.363012,48.44992
2016-07-30 15:00:37:355,9.260772,0.430956,-5.363012,52.85156
2016-07-30 15:00:37:856,7.661446,0.718261,-4.970362,47.4635
2016-07-30 15:00:38:355,8.590396,0.277727,-5.51624,48.09799
2016-07-30 15:00:38:855,9.500194,0.23942,-5.583278,50.96984
2016-07-30 15:00:39:355,7.833828,0.957681,-5.018246,50.78163
2016-07-30 15:00:39:855,8.293515,0.134075,-5.506664,51.03664
2016-07-30 15:00:40:355,8.887278,0.641646,-5.430049,51.19095
2016-07-30 15:00:40:855,8.360553,0.057461,-5.24809,47.55156
2016-07-30 15:00:41:355,8.79151,0.354342,-5.295974,47.82013
2016-07-30 15:00:41:855,8.686164,0.708684,-5.621585,47.87879
2016-07-30 15:00:42:356,7.632715,0.708684,-5.439626,48.35529
2016-07-30 15:00:42:855,8.686164,0.469264,-5.45878,52.37596
2016-07-30 15:00:43:355,8.916008,0.746991,-5.612008,52.103
2016-07-30 15:00:43:855,7.94875,0.172383,-4.941632,48.35347
2016-07-30 15:00:44:355,8.149863,0.316035,-5.573701,49.11722
2016-07-30 15:00:44:856,9.318234,0.756568,-4.970362,52.44498
2016-07-30 15:00:45:355,8.092402,0.622492,-5.142745,48.54428
2016-07-30 15:00:45:855,8.169016,0.718261,-5.688623,46.38222
2016-07-30 15:00:46:355,9.097966,0.526724,-5.027823,48.48775
2016-07-30 15:00:46:855,8.628704,0.90022,-5.0374,47.0081
2016-07-30 15:00:47:356,8.044518,0.708684,-5.286397,47.04772
2016-07-30 15:00:47:855,8.781932,0.536301,-5.51624,47.69538
2016-07-30 15:00:48:355,9.251196,1.024718,-4.999093,49.76726
2016-07-30 15:00:48:856,7.94875,0.794875,-4.692635,48.95226
2016-07-30 15:00:49:356,8.389284,0.794875,-5.918466,48.88167
2016-07-30 15:00:49:855,9.308656,0.766145,-5.363012,49.22368
2016-07-30 15:00:50:356,7.852982,0.325611,-5.027823,47.76265
2016-07-30 15:00:50:856,8.2169,0.612916,-5.573701,48.48822
2016-07-30 15:00:51:356,9.107544,0.459687,-5.401319,51.91226
2016-07-30 15:00:51:855,8.628704,0.21069,-5.00867,51.67447
2016-07-30 15:00:52:356,7.843405,0.6608,-5.592855,49.4334
2016-07-30 15:00:52:855,8.695742,0.833182,-5.544971,49.69443
2016-07-30 15:00:53:356,8.647858,0.162806,-5.27682,49.44753
2016-07-30 15:00:53:855,8.561666,0.373495,-5.363012,47.59282
2016-07-30 15:00:54:355,7.862559,0.737414,-5.410896,47.56647
2016-07-30 15:00:54:855,8.887278,0.679953,-5.51624,50.50991
2016-07-30 15:00:55:356,8.916008,1.177947,-4.491522,47.18033
2016-07-30 15:00:55:855,7.824251,0.220267,-5.793968,50.23517
2016-07-30 15:00:56:355,8.293515,0.632069,-5.363012,49.13024
2016-07-30 15:00:56:856,9.078814,0.497994,-5.27682,49.03849
2016-07-30 15:00:57:355,8.331822,0.565032,-5.506664,47.89107
2016-07-30 15:00:57:856,8.274361,0.469264,-4.989516,51.30147
2016-07-30 15:00:58:355,8.695742,0.852336,-5.391742,48.82431
2016-07-30 15:00:58:856,8.408438,-0.019154,-5.343858,48.64615
2016-07-30 15:00:59:355,8.236054,0.220267,-5.410896,50.44034
2016-07-30 15:00:59:855,8.599974,0.919373,-5.305551,50.02567
2016-07-30 15:01:00:356,8.714894,0.220267,-5.717354,48.64826
2016-07-30 15:01:00:855,8.207323,0.095768,-4.922478,50.5647
2016-07-30 15:01:01:355,8.868124,0.861913,-5.161899,47.22115
2016-07-30 15:01:01:856,8.408438,0.143652,-5.497087,47.71955
2016-07-30 15:01:02:356,8.350976,0.708684,-4.912902,48.57111
2016-07-30 15:01:02:856,8.55209,0.373495,-5.410896,47.90859
2016-07-30 15:01:03:356,9.11712,0.6608,-5.343858,49.63974
2016-07-30 15:01:03:855,8.092402,0.804452,-5.133168,45.57122
2016-07-30 15:01:04:356,8.034941,0.517148,-5.420472,50.71903
2016-07-30 15:01:04:855,9.50977,0.526724,-5.075707,50.26219
2016-07-30 15:01:05:356,8.341399,0.296881,-5.018246,48.37033
2016-07-30 15:01:05:856,7.795521,0.976834,-5.27682,46.73436
2016-07-30 15:01:06:355,9.126698,0.708684,-5.267244,48.53208
2016-07-30 15:01:06:855,8.868124,0.383072,-5.094861,48.04674
2016-07-30 15:01:07:355,8.331822,0.708684,-5.238513,49.61629
2016-07-30 15:01:07:856,8.705318,0.497994,-5.343858,50.04065
2016-07-30 15:01:08:355,8.073248,0.45011,-4.912902,50.99353
2016-07-30 15:01:08:855,8.944738,0.325611,-5.832275,51.77523
2016-07-30 15:01:09:356,8.37013,0.861913,-5.209783,49.56656
2016-07-30 15:01:09:855,8.130709,0.229843,-5.51624,49.58394
2016-07-30 15:01:10:355,8.983046,0.526724,-5.583278,50.22939
2016-07-30 15:01:10:855,8.264784,0.584185,-5.295974,49.45435
2016-07-30 15:01:11:356,8.312668,0.555455,-5.430049,49.07479
2016-07-30 15:01:11:855,8.90643,0.325611,-5.353435,49.22669
2016-07-30 15:01:12:356,7.910443,0.574608,-5.363012,50.20766
2016-07-30 15:01:12:855,8.753202,0.766145,-5.21936,48.88138
2016-07-30 15:01:13:355,8.331822,0.670377,-5.889736,48.88726
2016-07-30 15:01:13:855,8.149863,0.536301,-5.343858,46.90593
2016-07-30 15:01:14:355,8.494628,0.881066,-5.45878,49.8106
2016-07-30 15:01:14:856,8.599974,0.459687,-5.468356,49.03292
2016-07-30 15:01:15:355,8.236054,0.833182,-5.564124,48.04558
2016-07-30 15:01:15:855,8.044518,0.555455,-5.602432,49.3701
2016-07-30 15:01:16:355,8.599974,0.536301,-5.679046,45.54695
2016-07-30 15:01:16:855,8.657434,0.220267,-5.238513,46.094
2016-07-30 15:01:17:355,7.805098,0.756568,-5.190629,49.97803
2016-07-30 15:01:17:856,8.8777,0.430956,-6.157887,51.10001
2016-07-30 15:01:18:356,8.2169,0.47884,-5.506664,50.97609
2016-07-30 15:01:18:855,8.207323,0.699107,-5.736507,49.48053
2016-07-30 15:01:19:355,8.686164,0.708684,-5.918466,50.30997
2016-07-30 15:01:19:855,8.18817,0.258574,-4.730942,48.68082
2016-07-30 15:01:20:356,7.929596,0.459687,-4.663905,50.28585
