date,ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),SOUND LEVEL (dB)
2016-07-30 14:45:16:855,9.279926,0.373495,-4.711789,48.4574
2016-07-30 14:45:17:356,9.078814,-0.057461,-4.491522,44.51416
2016-07-30 14:45:17:856,8.561666,0.162806,-4.472368,48.1127
2016-07-30 14:45:18:356,9.03093,-0.162806,-4.510676,47.14475
2016-07-30 14:45:18:856,9.423578,0.363919,-4.299986,46.53037
2016-07-30 14:45:19:355,9.078814,0.134075,-4.405331,49.57703
2016-07-30 14:45:19:855,8.571242,0.047884,-4.644751,46.77181
2016-07-30 14:45:20:355,8.954314,0.134075,-4.539406,49.39849
2016-07-30 14:45:20:856,9.423578,0.038307,-4.223372,49.02883
2016-07-30 14:45:21:355,8.686164,0.181959,-4.328717,50.75283
2016-07-30 14:45:21:855,8.695742,-0.134075,-4.654328,47.49423
2016-07-30 14:45:22:356,9.318234,0.067038,-4.443638,47.11681
2016-07-30 14:45:22:855,8.829816,-0.02873,-4.242525,45.46393
2016-07-30 14:45:23:356,9.05966,0.038307,-4.261679,45.00299
2016-07-30 14:45:23:855,8.82024,-0.306458,-4.481945,45.17684
2016-07-30 14:45:24:355,9.14585,-0.067038,-4.520252,46.0286
2016-07-30 14:45:24:856,8.676588,-0.23942,-4.242525,44.74051
2016-07-30 14:45:25:355,9.021352,0.172383,-4.568136,45.94322
2016-07-30 14:45:25:855,9.14585,-0.526724,-4.702212,44.62454
2016-07-30 14:45:26:355,8.542512,0.220267,-4.031835,46.50719
2016-07-30 14:45:26:855,9.222466,0.220267,-4.453215,46.4757
2016-07-30 14:45:27:355,9.442732,-0.162806,-4.261679,47.24304
2016-07-30 14:45:27:856,8.724472,0.124498,-4.175488,46.06143
2016-07-30 14:45:28:355,9.011776,0.459687,-4.55856,46.40853
2016-07-30 14:45:28:856,8.90643,0.095768,-4.453215,44.24996
2016-07-30 14:45:29:356,9.414002,0.440533,-4.156334,45.84607
2016-07-30 14:45:29:855,8.599974,0.220267,-4.357447,44.87265
2016-07-30 14:45:30:355,8.983046,-0.095768,-4.328717,46.53122
2016-07-30 14:45:30:856,10.065224,0.42138,-4.395754,48.9531
2016-07-30 14:45:31:355,8.714894,0.229843,-4.098873,46.49741
2016-07-30 14:45:31:856,8.734048,-0.153229,-4.692635,46.59934
2016-07-30 14:45:32:355,9.32781,-0.162806,-4.702212,46.08464
2016-07-30 14:45:32:856,9.021352,-0.172383,-4.165911,45.48934
2016-07-30 14:45:33:355,8.39886,0.392649,-3.572149,47.04357
2016-07-30 14:45:33:855,10.055648,-0.105345,-4.242525,49.19618
2016-07-30 14:45:34:356,8.916008,0.325611,-5.133168,47.01483
2016-07-30 14:45:34:855,8.360553,0.134075,-4.165911,47.2377
2016-07-30 14:45:35:356,9.394848,-0.181959,-3.888183,47.99878
2016-07-30 14:45:35:855,9.394848,0.105345,-4.807557,47.65454
2016-07-30 14:45:36:355,8.159439,0.02873,-4.577713,46.21114
2016-07-30 14:45:36:856,8.858546,-0.143652,-4.845864,47.49169
2016-07-30 14:45:37:355,9.136274,0.047884,-4.328717,49.07212
2016-07-30 14:45:37:855,8.935162,-0.009577,-4.156334,46.80045
2016-07-30 14:45:38:355,9.318234,0.076614,-4.386177,45.68558
2016-07-30 14:45:38:856,8.8777,0.038307,-4.55856,44.74472
2016-07-30 14:45:39:355,8.437168,0.02873,-4.711789,47.18747
2016-07-30 14:45:39:856,9.11712,0.172383,-4.807557,44.20362
2016-07-30 14:45:40:355,9.251196,0.325611,-4.367024,45.15489
2016-07-30 14:45:40:856,8.408438,0.143652,-4.58729,46.58194
2016-07-30 14:45:41:355,9.289502,-0.047884,-4.34787,47.05367
2016-07-30 14:45:41:856,8.983046,0.019154,-4.539406,45.92354
2016-07-30 14:45:42:355,8.686164,-0.095768,-4.807557,46.29553
2016-07-30 14:45:42:856,8.896854,0.009577,-4.855441,45.84532
2016-07-30 14:45:43:355,9.203312,0.220267,-4.223372,47.44826
2016-07-30 14:45:43:856,8.293515,-0.565032,-5.018246,46.46517
2016-07-30 14:45:44:356,8.868124,-0.383072,-4.893748,46.3478
2016-07-30 14:45:44:855,9.203312,-0.181959,-4.663905,44.82471
2016-07-30 14:45:45:355,8.446744,-0.019154,-4.165911,45.60758
2016-07-30 14:45:45:856,8.753202,0.124498,-5.27682,44.33705
2016-07-30 14:45:46:355,9.251196,0.488417,-4.596867,41.62882
2016-07-30 14:45:46:856,8.686164,0.277727,-4.13718,43.38388
2016-07-30 14:45:47:355,8.781932,0.067038,-4.299986,44.61455
2016-07-30 14:45:47:856,9.32781,0.095768,-5.267244,44.44469
2016-07-30 14:45:48:355,8.590396,-0.086191,-3.533841,44.32671
2016-07-30 14:45:48:855,9.174582,-0.047884,-4.539406,49.06655
2016-07-30 14:45:49:356,9.414002,0.497994,-5.018246,46.2894
2016-07-30 14:45:49:855,8.599974,-0.545878,-4.204218,45.22377
2016-07-30 14:45:50:356,9.08839,0.067038,-4.031835,42.90265
2016-07-30 14:45:50:856,9.03093,0.248997,-4.625597,45.86872
2016-07-30 14:45:51:355,9.040506,0.306458,-4.271256,49.01369
2016-07-30 14:45:51:855,9.174582,-0.057461,-4.232949,47.40746
2016-07-30 14:45:52:356,8.695742,0.296881,-4.76925,46.68354
2016-07-30 14:45:52:856,8.90643,-0.248997,-4.367024,48.06273
2016-07-30 14:45:53:355,9.136274,0.143652,-4.424484,45.62827
2016-07-30 14:45:53:856,8.714894,0.258574,-4.874594,42.68053
2016-07-30 14:45:54:355,8.925584,-0.162806,-4.472368,44.79343
2016-07-30 14:45:54:855,9.346964,0.124498,-4.309563,40.99767
2016-07-30 14:45:55:356,8.628704,-0.02873,-4.606444,40.90064
2016-07-30 14:45:55:855,9.040506,-0.134075,-4.539406,42.13713
2016-07-30 14:45:56:356,9.643846,0.440533,-4.510676,45.05135
2016-07-30 14:45:56:855,8.264784,0.335188,-4.118027,43.9354
2016-07-30 14:45:57:356,9.069236,0.105345,-4.750096,50.47812
2016-07-30 14:45:57:855,9.557654,0.21069,-4.510676,45.25783
2016-07-30 14:45:58:355,8.207323,0.191536,-3.916914,45.33905
2016-07-30 14:45:58:855,9.11712,0.114922,-4.692635,47.95197
2016-07-30 14:45:59:355,9.548078,-0.507571,-4.328717,46.0969
2016-07-30 14:45:59:856,8.207323,0.162806,-4.462792,47.74498
2016-07-30 14:46:00:355,8.925584,0.134075,-4.61602,47.56621
2016-07-30 14:46:00:856,9.366118,0.067038,-4.510676,46.44284
2016-07-30 14:46:01:355,8.829816,-0.220267,-4.10845,44.81491
2016-07-30 14:46:01:856,8.79151,0.038307,-4.654328,46.5278
2016-07-30 14:46:02:355,8.619126,-0.076614,-5.075707,47.98635
2016-07-30 14:46:02:855,9.155428,0.095768,-4.022259,47.30765
2016-07-30 14:46:03:356,9.337388,-0.086191,-4.491522,42.44573
2016-07-30 14:46:03:856,8.561666,0.507571,-4.367024,44.69048
2016-07-30 14:46:04:355,9.184158,0.095768,-4.807557,44.34549
2016-07-30 14:46:04:855,9.174582,0.402226,-4.357447,43.75997
2016-07-30 14:46:05:356,8.858546,0.306458,-4.424484,43.60002
2016-07-30 14:46:05:856,8.532936,0.105345,-4.932055,45.81514
2016-07-30 14:46:06:356,9.586384,0.181959,-4.309563,44.76781
2016-07-30 14:46:06:856,9.011776,-0.019154,-3.936067,43.85636
2016-07-30 14:46:07:355,8.647858,0.670377,-4.232949,45.6608
2016-07-30 14:46:07:855,9.461886,-0.009577,-4.663905,46.31607
2016-07-30 14:46:08:359,8.868124,0.325611,-4.730942,45.15406
2016-07-30 14:46:08:856,8.571242,0.02873,-4.003105,45.70897
2016-07-30 14:46:09:355,9.021352,0.076614,-4.577713,46.08963
2016-07-30 14:46:09:856,9.107544,0.02873,-4.443638,46.33325
2016-07-30 14:46:10:355,9.050082,0.057461,-5.152322,45.46741
2016-07-30 14:46:10:856,8.379707,0.268151,-4.462792,46.5221
2016-07-30 14:46:11:355,8.925584,-0.277727,-4.453215,46.38947
2016-07-30 14:46:11:856,9.222466,-0.067038,-4.721366,45.2502
2016-07-30 14:46:12:355,9.011776,0.268151,-4.462792,44.30695
2016-07-30 14:46:12:855,8.494628,0.019154,-4.204218,46.75173
2016-07-30 14:46:13:356,9.136274,-0.038307,-4.635174,47.66132
2016-07-30 14:46:13:855,9.433156,0.038307,-4.31914,45.94034
2016-07-30 14:46:14:356,8.178593,-0.076614,-4.060566,45.17493
2016-07-30 14:46:14:855,8.839394,0.095768,-4.979939,46.61476
2016-07-30 14:46:15:355,9.682152,-0.038307,-4.175488,49.80799
2016-07-30 14:46:15:855,8.437168,-0.440533,-4.127603,47.94907
2016-07-30 14:46:16:356,8.858546,0.220267,-4.520252,46.13645
2016-07-30 14:46:16:855,9.14585,0.268151,-4.845864,46.13449
2016-07-30 14:46:17:356,8.8777,0.114922,-4.529829,47.28386
2016-07-30 14:46:17:855,8.868124,0.162806,-3.677494,43.69992
2016-07-30 14:46:18:355,9.03093,0.229843,-4.730942,42.91919
2016-07-30 14:46:18:855,9.356542,0.191536,-4.82671,47.11396
2016-07-30 14:46:19:356,8.599974,0.258574,-4.089296,47.84307
2016-07-30 14:46:19:855,8.954314,0.268151,-4.3766,49.91078
2016-07-30 14:46:20:356,9.366118,0.229843,-4.453215,46.07268
2016-07-30 14:46:20:856,9.078814,0.229843,-4.31914,46.50264
2016-07-30 14:46:21:355,8.695742,0.287304,-4.702212,47.81845
2016-07-30 14:46:21:855,8.916008,-0.114922,-4.232949,45.68563
2016-07-30 14:46:22:356,9.232042,0.114922,-4.357447,47.15845
2016-07-30 14:46:22:856,8.84897,0.181959,-4.501099,44.3273
2016-07-30 14:46:23:356,8.954314,-0.02873,-4.395754,47.94452
2016-07-30 14:46:23:856,9.078814,0.134075,-4.118027,45.29438
2016-07-30 14:46:24:355,8.90643,0.047884,-4.58729,44.21868
2016-07-30 14:46:24:856,9.050082,0.047884,-4.606444,45.12519
2016-07-30 14:46:25:356,9.03093,0.134075,-4.175488,47.33039
2016-07-30 14:46:25:855,8.762778,-0.009577,-4.309563,47.63396
2016-07-30 14:46:26:355,9.241618,0.114922,-4.836287,46.49889
2016-07-30 14:46:26:855,8.485052,0.067038,-4.261679,47.94712
2016-07-30 14:46:27:356,9.165004,0.21069,-4.386177,44.83904
2016-07-30 14:46:27:855,8.983046,0.134075,-4.932055,47.18515
2016-07-30 14:46:28:355,8.90643,0.23942,-4.606444,45.54557
2016-07-30 14:46:28:856,8.523358,0.124498,-4.673482,47.87213
2016-07-30 14:46:29:356,9.260772,0.153229,-4.414908,47.33707
2016-07-30 14:46:29:855,8.676588,0.047884,-4.979939,47.24182
2016-07-30 14:46:30:355,8.992622,0.383072,-4.443638,49.2834
2016-07-30 14:46:30:855,9.136274,0.076614,-4.596867,48.68431
2016-07-30 14:46:31:356,8.829816,0.019154,-4.692635,48.06282
2016-07-30 14:46:31:855,8.178593,0.143652,-4.520252,47.59444
2016-07-30 14:46:32:356,9.979034,0.68953,-4.79798,49.67668
2016-07-30 14:46:32:855,8.283938,-0.019154,-4.10845,50.54625
2016-07-30 14:46:33:356,8.283938,-0.335188,-4.740519,49.49968
2016-07-30 14:46:33:855,9.682152,0.248997,-4.692635,49.0181
2016-07-30 14:46:34:355,8.293515,0.009577,-4.280833,44.96689
2016-07-30 14:46:34:856,9.097966,0.220267,-4.424484,48.81482
2016-07-30 14:46:35:355,9.921572,0.076614,-4.501099,48.93679
2016-07-30 14:46:35:855,8.408438,-0.162806,-4.663905,45.1239
2016-07-30 14:46:36:355,8.121132,0.220267,-4.501099,48.34165
2016-07-30 14:46:36:855,10.170568,0.42138,-4.299986,50.75542
2016-07-30 14:46:37:356,8.82024,0.067038,-4.481945,46.72055
2016-07-30 14:46:37:855,8.140286,0.153229,-4.367024,46.85871
2016-07-30 14:46:38:356,9.797074,0.181959,-4.539406,49.03527
2016-07-30 14:46:38:855,9.471462,0.335188,-4.175488,44.28142
2016-07-30 14:46:39:356,8.312668,0.105345,-4.022259,46.80403
2016-07-30 14:46:39:855,9.615114,0.162806,-4.271256,45.44245
2016-07-30 14:46:40:356,9.097966,-0.019154,-4.424484,45.72922
2016-07-30 14:46:40:855,8.810662,-0.057461,-3.974375,46.58885
2016-07-30 14:46:41:355,9.097966,0.268151,-4.491522,46.24105
2016-07-30 14:46:41:855,9.107544,-0.229843,-4.414908,43.39153
2016-07-30 14:46:42:356,8.676588,-0.124498,-4.82671,43.00098
2016-07-30 14:46:42:855,8.418014,0.42138,-4.55856,45.41403
2016-07-30 14:46:43:357,9.45231,-0.172383,-4.443638,47.89908
2016-07-30 14:46:43:856,9.260772,0.201113,-4.539406,46.9112
2016-07-30 14:46:44:355,8.054095,0.488417,-4.625597,44.32657
2016-07-30 14:46:44:855,8.896854,0.220267,-4.912902,46.54181
2016-07-30 14:46:45:355,9.500194,0.402226,-4.386177,45.33287
2016-07-30 14:46:45:856,8.475474,0.057461,-4.357447,44.16811
2016-07-30 14:46:46:355,8.283938,-0.268151,-4.127603,46.11811
2016-07-30 14:46:46:855,9.682152,0.105345,-4.788403,48.38571
2016-07-30 14:46:47:356,8.79151,0.105345,-4.175488,44.83118
2016-07-30 14:46:47:856,8.686164,0.402226,-4.338293,44.95809
2016-07-30 14:46:48:355,9.11712,-0.181959,-4.951209,47.45977
2016-07-30 14:46:48:855,8.79151,0.47884,-4.10845,43.21746
2016-07-30 14:46:49:356,9.404426,-0.095768,-4.386177,46.54558
2016-07-30 14:46:49:855,8.619126,0.258574,-4.865018,47.46796
2016-07-30 14:46:50:356,8.236054,0.153229,-4.022259,53.21544
2016-07-30 14:46:50:857,9.854534,-0.086191,-4.635174,54.02361
2016-07-30 14:46:51:356,8.245631,0.47884,-4.146757,46.92484
2016-07-30 14:46:51:856,8.647858,0.019154,-5.209783,47.05269
2016-07-30 14:46:52:355,9.490616,0.019154,-4.663905,47.0521
2016-07-30 14:46:52:856,8.772356,0.392649,-4.271256,46.20638
2016-07-30 14:46:53:355,9.011776,-0.105345,-4.596867,45.04232
2016-07-30 14:46:53:856,9.634268,0.354342,-4.817134,46.62465
2016-07-30 14:46:54:355,8.063671,0.325611,-4.817134,49.41744
2016-07-30 14:46:54:855,9.050082,-0.086191,-4.031835,48.15094
2016-07-30 14:46:55:356,9.404426,0.019154,-4.501099,48.50444
2016-07-30 14:46:55:855,8.66701,0.335188,-4.367024,49.94634
2016-07-30 14:46:56:355,8.992622,0.114922,-4.692635,48.94507
2016-07-30 14:46:56:855,9.14585,0.229843,-4.855441,48.59513
2016-07-30 14:46:57:355,8.628704,0.095768,-3.763685,50.73937
2016-07-30 14:46:57:855,9.74919,-0.057461,-4.012682,47.78639
2016-07-30 14:46:58:356,8.571242,0.172383,-5.018246,50.60373
2016-07-30 14:46:58:856,8.695742,0.067038,-4.309563,48.24163
2016-07-30 14:46:59:356,9.356542,0.02873,-4.778826,48.60762
2016-07-30 14:46:59:855,8.724472,0.316035,-4.395754,49.8917
2016-07-30 14:47:00:355,8.925584,0.42138,-4.022259,49.63964
2016-07-30 14:47:00:856,9.14585,0.325611,-4.807557,48.14069
2016-07-30 14:47:01:355,8.485052,0.047884,-4.510676,47.39258
2016-07-30 14:47:01:855,9.385272,0.153229,-4.434061,47.77613
2016-07-30 14:47:02:355,8.810662,0.134075,-5.046977,46.67752
2016-07-30 14:47:02:856,8.705318,0.105345,-4.424484,47.04036
2016-07-30 14:47:03:356,9.002198,0.181959,-4.673482,45.19504
2016-07-30 14:47:03:855,9.346964,0.296881,-4.76925,48.1967
2016-07-30 14:47:04:356,8.504206,0.42138,-4.740519,46.11486
2016-07-30 14:47:04:857,8.82024,0.047884,-4.118027,48.57109
2016-07-30 14:47:05:355,9.768344,0.114922,-4.395754,46.19469
2016-07-30 14:47:05:855,8.37013,0.076614,-3.754108,50.62483
2016-07-30 14:47:06:355,8.60955,-0.019154,-4.434061,52.01004
2016-07-30 14:47:06:855,9.787498,-0.603339,-4.338293,51.08098
2016-07-30 14:47:07:355,7.881712,0.143652,-3.983951,51.68117
2016-07-30 14:47:07:856,9.500194,-0.21069,-3.734954,51.58556
2016-07-30 14:47:08:356,9.174582,0.995988,-4.635174,51.72779
2016-07-30 14:47:08:855,8.647858,0.440533,-4.204218,49.58193
2016-07-30 14:47:09:355,9.318234,0.373495,-4.481945,45.51728
2016-07-30 14:47:09:856,8.63828,0.220267,-4.960786,48.79219
2016-07-30 14:47:10:356,8.686164,0.134075,-5.0374,48.39324
2016-07-30 14:47:10:855,9.48104,0.402226,-4.912902,50.28543
2016-07-30 14:47:11:355,8.58082,-0.095768,-4.299986,45.63098
2016-07-30 14:47:11:855,8.312668,0.172383,-4.903325,47.06009
2016-07-30 14:47:12:355,9.586384,0.383072,-4.817134,46.66139
2016-07-30 14:47:12:855,8.686164,0.047884,-4.529829,45.15706
2016-07-30 14:47:13:355,8.724472,0.02873,-4.491522,45.38813
2016-07-30 14:47:13:856,8.743626,0.086191,-4.55856,44.69152
2016-07-30 14:47:14:357,9.318234,0.708684,-4.855441,47.59467
2016-07-30 14:47:14:855,8.657434,0.45011,-4.884171,44.92305
2016-07-30 14:47:15:356,8.571242,0.114922,-4.003105,44.84035
2016-07-30 14:47:15:855,9.184158,0.411803,-4.702212,44.77611
2016-07-30 14:47:16:356,8.887278,0.47884,-4.386177,46.09679
2016-07-30 14:47:16:855,8.657434,0.172383,-4.836287,45.0701
2016-07-30 14:47:17:356,9.251196,0.316035,-4.453215,45.15293
2016-07-30 14:47:17:856,8.810662,-0.105345,-4.223372,46.32892
2016-07-30 14:47:18:355,9.078814,0.201113,-4.61602,47.64888
2016-07-30 14:47:18:856,8.695742,-0.153229,-4.529829,45.48821
2016-07-30 14:47:19:356,8.944738,0.277727,-4.491522,46.21161
2016-07-30 14:47:19:856,8.944738,0.02873,-4.252102,47.11945
2016-07-30 14:47:20:356,8.973468,0.268151,-4.443638,48.85025
2016-07-30 14:47:20:855,9.662998,0.593762,-4.10845,46.46671
2016-07-30 14:47:21:355,8.619126,0.488417,-4.453215,45.68361
2016-07-30 14:47:21:855,8.954314,0.229843,-4.10845,43.57587
2016-07-30 14:47:22:356,9.14585,0.507571,-4.740519,44.80255
2016-07-30 14:47:22:856,9.050082,0.430956,-4.711789,45.35469
2016-07-30 14:47:23:356,8.63828,0.632069,-4.050989,44.26245
2016-07-30 14:47:23:856,8.973468,-0.047884,-4.434061,46.60913
2016-07-30 14:47:24:356,9.279926,0.42138,-4.548983,47.77066
2016-07-30 14:47:24:856,8.55209,0.086191,-4.146757,48.11791
2016-07-30 14:47:25:356,9.48104,0.057461,-4.041412,44.70552
2016-07-30 14:47:25:855,8.973468,0.067038,-4.61602,47.10269
2016-07-30 14:47:26:356,8.916008,0.095768,-4.443638,44.74269
2016-07-30 14:47:26:855,9.040506,-0.057461,-4.395754,42.86208
2016-07-30 14:47:27:357,8.781932,0.057461,-4.520252,47.50868
2016-07-30 14:47:27:855,9.05966,-0.421379,-4.462792,48.4507
2016-07-30 14:47:28:356,8.944738,0.038307,-4.635174,48.24768
2016-07-30 14:47:28:855,8.42759,0.296881,-4.654328,45.11771
2016-07-30 14:47:29:355,9.260772,0.038307,-4.079719,46.21596
2016-07-30 14:47:29:855,9.14585,0.047884,-4.3766,45.44814
2016-07-30 14:47:30:356,8.896854,0.517148,-4.635174,45.2533
2016-07-30 14:47:30:855,9.011776,0.335188,-4.76925,45.67729
2016-07-30 14:47:31:355,9.155428,0.258574,-4.357447,44.80657
2016-07-30 14:47:31:855,8.647858,0.172383,-4.501099,47.67658
2016-07-30 14:47:32:356,9.184158,0.325611,-4.386177,47.12808
2016-07-30 14:47:32:855,9.021352,0.526724,-4.606444,45.35781
2016-07-30 14:47:33:356,8.896854,-0.172383,-4.3766,46.81896
2016-07-30 14:47:33:855,9.040506,0.134075,-4.529829,46.87752
2016-07-30 14:47:34:355,8.772356,0.354342,-4.539406,47.86786
2016-07-30 14:47:34:855,8.724472,0.019154,-4.596867,47.69756
2016-07-30 14:47:35:356,9.404426,0.430956,-4.395754,47.10451
2016-07-30 14:47:35:855,9.222466,0.114922,-4.386177,45.77492
2016-07-30 14:47:36:355,8.054095,0.517148,-4.941632,48.1837
2016-07-30 14:47:36:856,8.944738,0.172383,-4.759673,47.93459
2016-07-30 14:47:37:356,9.50977,0.153229,-4.290409,48.13179
2016-07-30 14:47:37:855,8.226477,0.794875,-4.845864,47.62546
2016-07-30 14:47:38:355,8.743626,0.143652,-4.82671,52.04074
2016-07-30 14:47:38:855,9.337388,0.536301,-4.577713,49.20847
2016-07-30 14:47:39:355,8.58082,0.172383,-4.644751,47.12935
2016-07-30 14:47:39:856,8.705318,0.124498,-5.209783,47.57546
2016-07-30 14:47:40:355,8.686164,0.21069,-4.673482,47.39435
2016-07-30 14:47:40:856,8.58082,-0.114922,-4.922478,46.50757
2016-07-30 14:47:41:355,9.385272,0.105345,-4.654328,46.10109
2016-07-30 14:47:41:856,8.66701,0.21069,-4.635174,47.06977
2016-07-30 14:47:42:355,8.350976,0.402226,-4.79798,46.08107
2016-07-30 14:47:42:856,9.289502,-0.229843,-4.759673,45.99719
2016-07-30 14:47:43:355,8.82024,0.268151,-4.711789,47.4661
2016-07-30 14:47:43:855,8.523358,0.517148,-4.79798,47.94431
2016-07-30 14:47:44:356,9.078814,-0.009577,-4.462792,47.71596
2016-07-30 14:47:44:855,9.14585,0.143652,-4.606444,48.36135
2016-07-30 14:47:45:355,8.84897,0.172383,-4.606444,46.48857
2016-07-30 14:47:45:856,8.523358,0.296881,-4.606444,43.82067
2016-07-30 14:47:46:355,8.963892,-0.325611,-4.673482,50.32669
2016-07-30 14:47:46:855,9.490616,0.153229,-4.309563,45.98407
2016-07-30 14:47:47:356,8.37013,0.143652,-4.807557,47.90431
2016-07-30 14:47:47:855,9.078814,0.47884,-4.453215,48.04758
2016-07-30 14:47:48:355,9.184158,0.296881,-4.999093,47.19292
2016-07-30 14:47:48:856,8.360553,0.124498,-4.845864,43.96611
2016-07-30 14:47:49:356,8.810662,0.287304,-4.539406,46.01497
2016-07-30 14:47:49:855,9.375694,-0.038307,-5.00867,46.49088
2016-07-30 14:47:50:356,8.42759,0.306458,-4.759673,47.11148
2016-07-30 14:47:50:855,8.159439,0.067038,-4.491522,47.50933
2016-07-30 14:47:51:356,9.74919,0.019154,-4.807557,45.76714
2016-07-30 14:47:51:856,8.513782,0.287304,-4.55856,48.46977
2016-07-30 14:47:52:356,8.418014,-0.162806,-4.778826,52.00908
2016-07-30 14:47:52:855,9.184158,0.21069,-5.497087,47.63079
2016-07-30 14:47:53:356,9.03093,0.536301,-4.223372,48.94626
2016-07-30 14:47:53:855,8.60955,0.23942,-4.941632,48.737
2016-07-30 14:47:54:355,8.485052,0.162806,-4.912902,51.31629
2016-07-30 14:47:54:856,8.954314,0.296881,-4.683058,50.61891
2016-07-30 14:47:55:355,9.32781,0.383072,-4.740519,51.91814
2016-07-30 14:47:55:855,8.350976,-0.038307,-4.472368,50.01235
2016-07-30 14:47:56:355,8.18817,0.095768,-5.075707,46.44222
2016-07-30 14:47:56:855,9.710882,0.124498,-4.644751,51.93906
2016-07-30 14:47:57:356,8.619126,0.067038,-4.692635,50.33681
2016-07-30 14:47:57:855,8.55209,0.517148,-4.788403,52.22838
2016-07-30 14:47:58:355,8.39886,0.363919,-4.510676,48.00688
2016-07-30 14:47:58:856,9.155428,-0.095768,-5.286397,52.36069
2016-07-30 14:47:59:355,9.375694,0.383072,-4.213795,49.27625
2016-07-30 14:47:59:856,7.757214,0.095768,-5.286397,50.84346
2016-07-30 14:48:00:355,8.743626,0.871489,-4.951209,48.44849
2016-07-30 14:48:00:855,9.366118,0.21069,-4.82671,48.72774
2016-07-30 14:48:01:355,8.092402,-0.153229,-4.529829,51.53894
2016-07-30 14:48:01:855,8.810662,0.047884,-4.76925,47.16468
2016-07-30 14:48:02:355,9.260772,0.277727,-5.046977,47.82842
2016-07-30 14:48:02:856,8.465898,0.402226,-4.3766,47.60855
2016-07-30 14:48:03:355,8.743626,0.067038,-4.663905,49.24092
2016-07-30 14:48:03:855,9.461886,-0.248997,-4.520252,46.76769
2016-07-30 14:48:04:355,8.590396,0.430956,-4.989516,52.0463
2016-07-30 14:48:04:855,8.772356,-0.162806,-4.76925,46.01132
2016-07-30 14:48:05:355,9.165004,0.402226,-4.663905,46.55765
2016-07-30 14:48:05:856,8.63828,0.383072,-4.979939,48.58141
2016-07-30 14:48:06:355,9.040506,-0.009577,-4.539406,44.40691
2016-07-30 14:48:06:855,8.523358,0.019154,-4.970362,50.08644
2016-07-30 14:48:07:355,9.078814,0.086191,-4.434061,52.84746
2016-07-30 14:48:07:856,8.925584,0.287304,-4.213795,50.02741
2016-07-30 14:48:08:355,9.184158,0.114922,-4.654328,45.05173
2016-07-30 14:48:08:856,8.705318,0.584185,-4.635174,50.1443
2016-07-30 14:48:09:356,8.628704,0.067038,-4.721366,45.93231
2016-07-30 14:48:09:855,9.136274,0.220267,-4.836287,49.4263
2016-07-30 14:48:10:356,8.743626,0.335188,-4.271256,47.42664
2016-07-30 14:48:10:856,8.571242,0.21069,-5.00867,48.39398
2016-07-30 14:48:11:355,9.337388,0.794875,-4.865018,48.39606
2016-07-30 14:48:11:855,8.485052,0.095768,-4.941632,49.65862
2016-07-30 14:48:12:356,8.58082,0.23942,-5.430049,49.36269
2016-07-30 14:48:12:855,8.868124,0.363919,-4.79798,47.3206
2016-07-30 14:48:13:355,8.37013,0.488417,-4.836287,47.99791
2016-07-30 14:48:13:855,8.973468,-0.181959,-5.430049,45.90067
2016-07-30 14:48:14:355,8.283938,-0.603339,-4.635174,49.58634
2016-07-30 14:48:14:856,8.762778,-0.105345,-5.324704,46.70897
2016-07-30 14:48:15:355,8.571242,0.574608,-4.922478,49.19786
2016-07-30 14:48:15:856,8.8777,0.699107,-5.449203,46.34932
2016-07-30 14:48:16:356,8.561666,0.526724,-5.382165,51.25102
2016-07-30 14:48:16:855,8.025364,0.325611,-4.481945,49.85201
2016-07-30 14:48:17:355,9.308656,0.277727,-5.324704,51.45056
2016-07-30 14:48:17:855,8.829816,0.507571,-5.286397,49.80554
2016-07-30 14:48:18:355,7.862559,-0.172383,-4.836287,45.80841
2016-07-30 14:48:18:855,8.60955,0.335188,-5.267244,50.77149
2016-07-30 14:48:19:356,9.08839,0.095768,-5.209783,44.88179
2016-07-30 14:48:19:856,8.485052,0.363919,-4.76925,48.7526
2016-07-30 14:48:20:355,8.676588,0.411803,-4.951209,44.83159
2016-07-30 14:48:20:856,9.165004,0.057461,-4.970362,48.20893
2016-07-30 14:48:21:360,8.753202,0.651223,-4.76925,45.16899
2016-07-30 14:48:21:855,8.532936,-0.057461,-4.635174,49.50649
2016-07-30 14:48:22:355,9.011776,0.23942,-4.932055,47.87049
2016-07-30 14:48:22:855,8.79151,0.134075,-4.836287,47.84244
2016-07-30 14:48:23:355,8.60955,0.497994,-4.82671,47.47818
2016-07-30 14:48:23:855,8.925584,-0.076614,-4.893748,45.0679
2016-07-30 14:48:24:355,8.8777,0.191536,-4.635174,48.98555
2016-07-30 14:48:24:855,8.734048,0.45011,-5.209783,48.35594
2016-07-30 14:48:25:355,8.542512,0.162806,-4.817134,48.11049
2016-07-30 14:48:25:856,8.925584,0.009577,-4.79798,44.38459
2016-07-30 14:48:26:356,8.839394,0.172383,-5.209783,48.90554
2016-07-30 14:48:26:855,8.657434,-0.038307,-4.338293,48.91664
2016-07-30 14:48:27:355,9.165004,0.067038,-5.00867,46.65668
2016-07-30 14:48:27:855,8.8777,0.277727,-4.778826,44.80353
2016-07-30 14:48:28:355,8.18817,0.248997,-4.644751,48.01076
